ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,clip_key,normalized_caption,raw_aspects,aspects,audioset_ids,n_aspects,caption_words,selected_tags,selected_tag_ids,task1_split
uAgizG1hYw0,60,70,"/m/0155w,/m/015y_n,/m/018vs,/m/02x8m,/m/04rlf,/m/064t9,/m/074ft","['low quality', 'loud', 'rock', 'harsh electric guitar chords', 'filtered female vocal', 'energetic drums', 'unbalanced stereo', 'chaotic', 'energetic', 'buzzy bass guitar']","The low quality recording features a rock song that contains filtered female vocal singing over loud and harsh electric guitar chords, energetic drums and buzzy bass guitar. It sounds chaotic due to the bad mix and since the drums are panned in an unconventional way - making the stereo image unbalanced. It sounds harsh, but also energetic.",4,True,True,uAgizG1hYw0__60__70,"the low quality recording features a rock song that contains filtered female vocal singing over loud and harsh electric guitar chords, energetic drums and buzzy bass guitar. it sounds chaotic due to the bad mix and since the drums are panned in an unconventional way - making the stereo image unbalanced. it sounds harsh, but also energetic.","['low quality', 'loud', 'rock', 'harsh electric guitar chords', 'filtered female vocal', 'energetic drums', 'unbalanced stereo', 'chaotic', 'energetic', 'buzzy bass guitar']","['low quality', 'loud', 'rock', 'harsh electric guitar chords', 'filtered female vocal', 'energetic drums', 'unbalanced stereo', 'chaotic', 'energetic', 'buzzy bass guitar']","['/m/0155w', '/m/015y_n', '/m/018vs', '/m/02x8m', '/m/04rlf', '/m/064t9', '/m/074ft']",10,57,"['low quality', 'energetic', 'rock', 'loud']","[0, 4, 34, 42]",train
uBENjCPS8LI,140,150,"/m/02mscn,/m/04rlf","['pop', 'electric organ', 'digital drums', 'e-bass', 'male voices singing', 'higher register', 'medium tempo']",A digital drum is playing a simple groove along with an e-bass. An organ is playing long chords with a lot of reverb. On top of that male voices sing a melody in harmony. Their voices sound high. This song may be playing with headphones while running.,6,True,True,uBENjCPS8LI__140__150,a digital drum is playing a simple groove along with an e-bass. an organ is playing long chords with a lot of reverb. on top of that male voices sing a melody in harmony. their voices sound high. this song may be playing with headphones while running.,"['pop', 'electric organ', 'digital drums', 'e-bass', 'male voices singing', 'higher register', 'medium tempo']","['pop', 'electric organ', 'digital drums', 'e-bass', 'male voices singing', 'higher register', 'medium tempo']","['/m/02mscn', '/m/04rlf']",7,47,"['medium tempo', 'e-bass', 'pop']","[5, 26, 33]",train
uCXI7dgABHI,30,40,"/m/01sm1g,/m/0l14md","['low quality', 'groovy cajon percussion', 'groovy synth bass', 'electric guitar chords', 'groovy', 'funky']","The low quality recording features a groovy cajon percussion, electric guitar chords and groovy synth bass. It sounds groovy and funky.",4,False,False,uCXI7dgABHI__30__40,"the low quality recording features a groovy cajon percussion, electric guitar chords and groovy synth bass. it sounds groovy and funky.","['low quality', 'groovy cajon percussion', 'groovy synth bass', 'electric guitar chords', 'groovy', 'funky']","['low quality', 'groovy cajon percussion', 'groovy synth bass', 'electric guitar chords', 'groovy', 'funky']","['/m/01sm1g', '/m/0l14md']",6,21,"['low quality', 'groovy']","[0, 13]",train
uE3BHXXiCFs,40,50,"/m/015lz1,/m/06cqb","['low quality', 'afrobeats', 'flat male vocal', 'strings melody', 'punchy 808 bass', 'shimmering hi hats', 'claps', 'snare rolls', 'addictive', 'bouncy', 'groovy', 'energetic']","The low quality recording features an afrobeats song that consists of a flat male vocal rapping over punchy 808 bass, strings melody, shimmering hi hats, claps and some snare rolls. It sounds addictive, bouncy and groovy thanks to that rhythm.",4,False,False,uE3BHXXiCFs__40__50,"the low quality recording features an afrobeats song that consists of a flat male vocal rapping over punchy 808 bass, strings melody, shimmering hi hats, claps and some snare rolls. it sounds addictive, bouncy and groovy thanks to that rhythm.","['low quality', 'afrobeats', 'flat male vocal', 'strings melody', 'punchy 808 bass', 'shimmering hi hats', 'claps', 'snare rolls', 'addictive', 'bouncy', 'groovy', 'energetic']","['low quality', 'afrobeats', 'flat male vocal', 'strings melody', 'punchy 808 bass', 'shimmering hi hats', 'claps', 'snare rolls', 'addictive', 'bouncy', 'groovy', 'energetic']","['/m/015lz1', '/m/06cqb']",12,40,"['low quality', 'energetic', 'groovy', 'shimmering hi hats', 'flat male vocal']","[0, 4, 13, 22, 44]",train
uF1KTW5rT-s,30,40,"/m/04rlf,/m/07brj","['low quality', 'shimmering shakers', 'wooden percussions', 'passionate female vocal', 'live performance', 'addictive', 'breathy flute melody']","The low quality recording features a live performance that consists of shimmering shakers, wooden percussion, breathy flute melody and passionate female vocals singing over it. It sounds very addictive, due to the lead vocal cadence. It is a bit reverberant, as it was recorded in a larger room, with a low quality microphone.",4,True,True,uF1KTW5rT-s__30__40,"the low quality recording features a live performance that consists of shimmering shakers, wooden percussion, breathy flute melody and passionate female vocals singing over it. it sounds very addictive, due to the lead vocal cadence. it is a bit reverberant, as it was recorded in a larger room, with a low quality microphone.","['low quality', 'shimmering shakers', 'wooden percussions', 'passionate female vocal', 'live performance', 'addictive', 'breathy flute melody']","['low quality', 'shimmering shakers', 'wooden percussions', 'passionate female vocal', 'live performance', 'addictive', 'breathy flute melody']","['/m/04rlf', '/m/07brj']",7,53,"['low quality', 'live performance']","[0, 9]",train
uGQ7QnKqeY4,0,10,"/m/04rlf,/m/07q7njn","['cartoon', 'sound effects', 'breathing', 'glass', 'minimal techno', 'eerie', 'sci-fi']",This is an excerpt from a cartoon that involves sound effects resembling an intro to a minimal techno song. There is a breathing sound coming from one of the characters. There is also a glass sound effect. There is an overarching sci-fi character to the sounds.,9,True,True,uGQ7QnKqeY4__0__10,this is an excerpt from a cartoon that involves sound effects resembling an intro to a minimal techno song. there is a breathing sound coming from one of the characters. there is also a glass sound effect. there is an overarching sci-fi character to the sounds.,"['cartoon', 'sound effects', 'breathing', 'glass', 'minimal techno', 'eerie', 'sci-fi']","['cartoon', 'sound effects', 'breathing', 'glass', 'minimal techno', 'eerie', 'sci-fi']","['/m/04rlf', '/m/07q7njn']",7,46,[],[],train
uGfd3xanwro,50,60,"/m/04rlf,/m/06j64v","['oriental', 'amateur recording', 'percussion', 'flute', 'uptempo', 'celebrating']",This audio contains people playing percussive instruments in the background. In the foreground you can hear someone playing a flute in a higher pitch. The sound of the flute is overdriving the speakers of the recording completely. This recording is of very poor audio-quality. This song may be playing while celebrating.,6,False,False,uGfd3xanwro__50__60,this audio contains people playing percussive instruments in the background. in the foreground you can hear someone playing a flute in a higher pitch. the sound of the flute is overdriving the speakers of the recording completely. this recording is of very poor audio-quality. this song may be playing while celebrating.,"['oriental', 'amateur recording', 'percussion', 'flute', 'uptempo', 'celebrating']","['oriental', 'amateur recording', 'percussion', 'flute', 'uptempo', 'celebrating']","['/m/04rlf', '/m/06j64v']",6,51,"['amateur recording', 'uptempo', 'percussion']","[7, 20, 29]",train
uJPW9BEhU6Y,20,30,"/m/04rlf,/m/07pqn27","['low quality', 'boomy hip hop song', 'repetitive synth lead melody', 'bouncing ball', 'plastic impact foley effect']","The low quality recording features a boomy hip hop song with repetitive synth lead melody playing in the background, while there are some bouncing ball sound effects and plastic impact foley effects. It sounds like someone is hitting a plastic object on a wooden surface.",4,True,True,uJPW9BEhU6Y__20__30,"the low quality recording features a boomy hip hop song with repetitive synth lead melody playing in the background, while there are some bouncing ball sound effects and plastic impact foley effects. it sounds like someone is hitting a plastic object on a wooden surface.","['low quality', 'boomy hip hop song', 'repetitive synth lead melody', 'bouncing ball', 'plastic impact foley effect']","['low quality', 'boomy hip hop song', 'repetitive synth lead melody', 'bouncing ball', 'plastic impact foley effect']","['/m/04rlf', '/m/07pqn27']",5,45,['low quality'],[0],train
uKGo4phKqLM,10,20,"/m/04rlf,/m/0xzly","['amateur recording', 'male voice', 'trumpets', 'crowd cheering', 'latin music percussion', 'fast tempo']","The music excerpt features a male voice that's speaking instead of singing. A latin music percussion section is driving the pulse of the music. Trumpets can be heard playing short melodies and also accents that stop and start the music. The tempo of the music is pretty fast. At one point the crowd can be heard cheering. The quality of the audio recording is not that good, which leads me to believe it was recorded with a phone.",2,True,True,uKGo4phKqLM__10__20,"the music excerpt features a male voice that's speaking instead of singing. a latin music percussion section is driving the pulse of the music. trumpets can be heard playing short melodies and also accents that stop and start the music. the tempo of the music is pretty fast. at one point the crowd can be heard cheering. the quality of the audio recording is not that good, which leads me to believe it was recorded with a phone.","['amateur recording', 'male voice', 'trumpets', 'crowd cheering', 'latin music percussion', 'fast tempo']","['amateur recording', 'male voice', 'trumpets', 'crowd cheering', 'latin music percussion', 'fast tempo']","['/m/04rlf', '/m/0xzly']",6,78,"['amateur recording', 'fast tempo', 'male voice']","[7, 11, 28]",train
uLp6z37bfVE,230,240,"/m/0395lw,/m/03w41f",['church bells'],A lot of very active church bells ringing together.,8,False,False,uLp6z37bfVE__230__240,a lot of very active church bells ringing together.,['church bells'],['church bells'],"['/m/0395lw', '/m/03w41f']",1,9,[],[],train
uNUx8rqcy0M,30,40,"/m/01lyv,/m/04rlf","['low quality', 'reverberant female vocal', 'wide acoustic rhythm guitars chord progressions', 'passionate', 'emotional']",The Low quality recording features a reverberant female vocal singing beautiful melodies over widely spread acoustic rhythm guitars chord progressions. It sounds passionate and emotional thanks to that female vocal.,4,True,True,uNUx8rqcy0M__30__40,the low quality recording features a reverberant female vocal singing beautiful melodies over widely spread acoustic rhythm guitars chord progressions. it sounds passionate and emotional thanks to that female vocal.,"['low quality', 'reverberant female vocal', 'wide acoustic rhythm guitars chord progressions', 'passionate', 'emotional']","['low quality', 'reverberant female vocal', 'wide acoustic rhythm guitars chord progressions', 'passionate', 'emotional']","['/m/01lyv', '/m/04rlf']",5,30,"['low quality', 'emotional', 'passionate']","[0, 2, 6]",train
uPGasFKZSBo,30,40,"/m/04rlf,/m/05r6t,/m/05w3f","['live performance', 'car sound', 'tambourine', 'raspy male rock vocal', 'rock', 'alternative rock', 'indie rock', 'live recording', 'soft electric guitar', 'crunchy electric guitar chords', 'enigmatic male vocalist']","The recording is done live, in a moving vehicle. The vehicle sound is heard. There is a tambourine for percussion, a crunchy electric guitar being played as the melodic instrument, and the singer has an enigmatic and charming style. The song is an alternative rock song that feels positive and magnetic.",3,True,True,uPGasFKZSBo__30__40,"the recording is done live, in a moving vehicle. the vehicle sound is heard. there is a tambourine for percussion, a crunchy electric guitar being played as the melodic instrument, and the singer has an enigmatic and charming style. the song is an alternative rock song that feels positive and magnetic.","['live performance', 'car sound', 'tambourine', 'raspy male rock vocal', 'rock', 'alternative rock', 'indie rock', 'live recording', 'soft electric guitar', 'crunchy electric guitar chords', 'enigmatic male vocalist']","['live performance', 'car sound', 'tambourine', 'raspy male rock vocal', 'rock', 'alternative rock', 'indie rock', 'live recording', 'soft electric guitar', 'crunchy electric guitar chords', 'enigmatic male vocalist']","['/m/04rlf', '/m/05r6t', '/m/05w3f']",11,51,"['live performance', 'rock']","[9, 34]",train
uQE3fLdzpKs,30,40,"/m/026t6,/m/02k_mr,/m/0l14md","['tao percussion', 'amateur recording', 'drum roll', 'fast tempo']",This audio contains someone playing tao percussion with fast drumrolls. In the background you can hear other noises. This is an amateur recording. This song may be playing live at a traditional performance.,6,False,False,uQE3fLdzpKs__30__40,this audio contains someone playing tao percussion with fast drumrolls. in the background you can hear other noises. this is an amateur recording. this song may be playing live at a traditional performance.,"['tao percussion', 'amateur recording', 'drum roll', 'fast tempo']","['tao percussion', 'amateur recording', 'drum roll', 'fast tempo']","['/m/026t6', '/m/02k_mr', '/m/0l14md']",4,33,"['amateur recording', 'fast tempo']","[7, 11]",train
uQTCfT5XDzQ,40,50,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y","['instrumental', 'slow tempo', 'electric guitar lead and harmony', 'popular song', 'minimalist', 'pleasant', 'nostalgic', 'amplified guitar', 'powerful music', 'sonic power', 'stringed instrument', 'soft', 'pleasant']","This music is an electric guitar instrumental. The tempo is slow with an electric guitar lead and harmony of a popular song. No other instrument is used. It is mellow, pleasant, nostalgic, soft , mellifluous and soothing.",7,True,True,uQTCfT5XDzQ__40__50,"this music is an electric guitar instrumental. the tempo is slow with an electric guitar lead and harmony of a popular song. no other instrument is used. it is mellow, pleasant, nostalgic, soft , mellifluous and soothing.","['instrumental', 'slow tempo', 'electric guitar lead and harmony', 'popular song', 'minimalist', 'pleasant', 'nostalgic', 'amplified guitar', 'powerful music', 'sonic power', 'stringed instrument', 'soft', 'pleasant']","['instrumental', 'slow tempo', 'electric guitar lead and harmony', 'popular song', 'minimalist', 'pleasant', 'nostalgic', 'amplified guitar', 'powerful music', 'sonic power', 'stringed instrument', 'soft']","['/m/0342h', '/m/04rlf', '/m/04szw', '/m/07m2kt', '/m/0fx80y']",12,37,"['instrumental', 'slow tempo']","[1, 8]",train
